fold_id,sample_id,timestamp,true_label,predicted_probability,threshold_prediction
32,32:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
33,33:0,2018-02-21T10:21:00+00:00,1,0.4588095545768738,1
33,33:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
33,33:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
33,33:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
33,33:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
33,33:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
34,34:0,2018-02-21T10:23:00+00:00,1,0.458583265542984,1
34,34:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
34,34:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
34,34:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
34,34:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
34,34:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
35,35:0,2018-02-21T10:25:00+00:00,1,0.4194135367870331,1
35,35:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
35,35:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
35,35:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
35,35:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
35,35:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
36,36:0,2018-02-21T10:27:00+00:00,1,0.4194719195365906,1
36,36:1,2018-02-21T10:02:00+00:00,0,0.46367010474205017,1
36,36:2,2018-02-21T10:01:00+00:00,0,0.465933233499527,1
36,36:3,2018-02-21T10:00:00+00:00,0,0.4557749032974243,1
36,36:4,2018-02-21T09:59:00+00:00,0,0.47947511076927185,1
36,36:5,2018-02-21T09:58:00+00:00,0,0.44475826621055603,1
