feature,classification,valid_or_invalid,reason,provenance,timestamp_derived,day_derived,episode_derived,target_derived,future_derived,within_day_variance,between_day_variance,within_episode_variance,between_episode_variance,max_abs_lr_coefficient
fwd_iat_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.812112657637776,0.1868132951323736,0.4677604414830684,0.0315015010084879,0.0066491103318693
fwd_iat_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3271018378243157,0.600213522653656,0.2812972691837033,0.9093839305986254,0.3233646765028229
bwd_iat_tot_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2255473676909398,0.2487228870003365,0.130980666884091,0.2519906293937891,0.5878821880264374
bwd_iat_tot_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2648632486388154,0.5361252712226485,0.1789572275065727,0.6393130557092633,0.1025276474400393
bwd_iat_tot_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7860757024470183,0.2605053493465217,0.6970222215488975,1.2965704788491013,0.0773669542760893
bwd_iat_tot_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,7.25022447458779,0.0493760125301719,3.794231894119294,0.0350781009560172,0.0241808654113784
bwd_iat_tot_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,147.98308430831062,1695.002581517983,59.57450197784571,2540.918837279822,0.2904968451037005
bwd_iat_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.319767457024679,0.5366714829994674,0.176176584530333,0.3901555810952852,0.4756567304821684
bwd_iat_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.388045562327556,0.6191703421959944,0.2213112321921483,0.4431871689012041,1.0080129888939269
bwd_iat_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.640525373668025,0.3312594038185247,0.460494684626909,1.0300801860807596,0.6427891239863195
bwd_iat_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.209112128609871,0.0251978958807219,0.8562560704155535,0.0093521956014759,0.0415374404318883
bwd_iat_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5571547963193182,0.4811363072741849,0.5391021551565174,0.8755799251030125,0.536554667215678
bwd_iat_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2764325758399023,0.3134830023496969,0.1888066966607729,0.2689308101743005,1.3653753651456475
bwd_iat_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2860773093530978,0.4547386695425008,0.2199649925370087,0.4876838760628569,0.2431471768963509
bwd_iat_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6598277584723158,0.2549090515066352,0.5813123411330481,0.9799449679784727,0.2993324445728305
bwd_iat_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.462327967285068,0.0180932208467541,1.0773005530325004,0.0114209847164275,0.0209479159698714
bwd_iat_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.1688971749886317,1.232030907280597,1.2509975244352032,2.80007012763651,0.0586707991953329
bwd_iat_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2507074959931361,0.3118649556187807,0.1634913336762804,0.2563555525086651,0.1718342817230278
bwd_iat_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.2938886357331425,0.4911999300348013,0.2198029618076795,0.5623621085584181,1.0232047619921556
bwd_iat_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6978704750703818,0.254158109563415,0.6320695471944616,1.0560424752914692,0.1216906055989753
bwd_iat_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.822408502947292,0.0277558061416926,1.1289516747729722,0.010400712729836,0.001950664722896
bwd_iat_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.3243980039438246,2.8060171895599426,1.0937647818748673,5.7793074606471295,0.012434045675304
bwd_iat_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.2637652834380178,0.5222999274502477,0.6328377463360189,0.2822917097849308,0.0393519085467369
bwd_iat_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3801725362152324,0.305898647109359,0.2184004753689761,0.2089637674605293,1.0335883231870997
bwd_iat_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.498146689277743,0.2195023573798381,0.3619880588534889,0.3031878033818777,0.1096865961254692
bwd_iat_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.9735154815591465,0.0116250040081095,0.538241173220233,0.0019577871791592,0.0809116225207459
bwd_iat_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3837642502518228,0.2686275808430252,0.3835504270414464,0.5181486107830101,0.8953393166334843
fwd_psh_flags_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.9861269467967654,0.240890288141354,0.5060824848669933,0.2000302098460021,0.0890039094998423
fwd_psh_flags_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4334438978681723,0.5852703034178413,0.3543719953262179,0.6165457178921578,0.1419405556612397
fwd_psh_flags_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4934545262097389,0.2363706734964724,0.6001214987464836,0.6570209381499618,0.0649383318552609
fwd_psh_flags_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.973529411764706,0.0116089965397923,0.5382352941176471,0.0019572192513368,0.0136275487872107
fwd_psh_flags_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3601755439027815,1.7105381730220337,0.4766172017150801,3.108338299475557,0.0960166116720429
bwd_psh_flags_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_psh_flags_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_psh_flags_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_psh_flags_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_psh_flags_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
fwd_urg_flags_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.8684863101292196,0.0770038528544372,0.4995577012630852,0.1053650263421639,0.2172714892092835
fwd_urg_flags_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.8030981766525245,0.0927341037644962,0.3894503509200621,0.1129858361302263,0.3817502655392838
fwd_urg_flags_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6582563890623053,0.06851152378523,0.2386204371769061,0.0457066413239695,0.0139314095244545
fwd_urg_flags_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
fwd_urg_flags_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7550438935690873,0.0990762286790701,0.3254508790960363,0.1075086489515906,0.1213428872123972
bwd_urg_flags_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_urg_flags_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_urg_flags_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_urg_flags_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
bwd_urg_flags_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
fwd_header_len_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,5237347.332259498,1173223.4498902124,50904.914153213744,48592806.28810738,0.26222063983096
fwd_header_len_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,42310.04854276074,10502.145960796142,490.2423768869397,376336.4590003163,0.3177622811350346
fwd_header_len_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2839.035092892271,584.4012346994771,867.6430930551338,27073.400278466244,0.2282500656110529
fwd_header_len_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.4352929238975418,0.9568866480899774,1.1463699522925517,3.607060387505304,0.0143420571057213
fwd_header_len_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,243.27432244631095,47.8861760030476,229.24411884423003,1974.487023632676,0.535587750338441
bwd_header_len_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,9.759613328748667,0.6305358568185027,3.9665050410403713,4.109867948490937,0.0276117324707446
bwd_header_len_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,6.093727415624543,0.4611812117759154,6.997233301469133,2.895109813711766,0.2626418256714159
bwd_header_len_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.308511274562932,0.2790716250132474,1.608547339688942,4.718593680155554,0.0784272955779544
bwd_header_len_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.674182338962556,0.055718546999631,3.0667835200724567,0.0714765699061028,0.0013535990496553
bwd_header_len_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,6.772718821551841,0.9986234488441406,11.948307409437088,11.908761575143211,0.5732149800561076
fwd_pkts_per_sec_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.0178592562535966,0.2911543063320474,0.548021839632344,0.3266866553757904,0.3363540107057144
fwd_pkts_per_sec_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3688599448927771,0.3841226008690864,0.2339077155231305,0.4169822864892803,0.107114698711386
fwd_pkts_per_sec_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,4.270767202614178,0.2497501050675206,2.3058852712678,0.7852989351379316,0.3878142339047578
fwd_pkts_per_sec_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.9734921026756425,0.0116491433552298,0.5382221769046106,0.0019625979577307,0.0191672517414257
fwd_pkts_per_sec_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4174380947844263,0.9161761339904524,0.3432309377733626,1.6350197858820463,0.3929318948817412
bwd_pkts_per_sec_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,25.601445004941557,1.7214094873702188,14.166780460511342,3.5592479987074754,0.2066616983806121
bwd_pkts_per_sec_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.9509735473732076,0.1534473051368651,0.4828188614187153,0.277848418220715,0.6933989014132259
bwd_pkts_per_sec_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,197.49955315833208,6.286808462280273,99.9247311752969,13.906382859926277,0.9510483370090836
bwd_pkts_per_sec_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.9735153817914013,0.0116240572624749,0.5382312843912894,0.0019589161948807,0.0191777077646422
bwd_pkts_per_sec_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5716521146343564,0.148219624058029,0.5576285402034895,0.4419709552825078,0.2604312516575934
pkt_len_min_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,41.70009897356804,46.11228846857007,11.2371637807383,14.604591442128148,0.0125334985483583
pkt_len_min_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,13.778533458129074,12.93803293117739,3.7842362965262906,7.115396784994225,0.9224731384492042
pkt_len_min_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7044681541946761,0.2266097232176235,0.6026048605815384,0.9312587236598848,0.1806590784110414
pkt_len_min_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.887212156358536,0.1053336505164062,0.5039202267413571,0.1195130029601799,0.0452984224982984
pkt_len_min_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.1236981575478922,0.1598312896693858,0.1090734314560285,0.3019525840586829,0.3095767629986672
pkt_len_max_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.7562023467375705,0.2618726164326088,0.5115679898362527,5.827088330083202,0.6494961714669326
pkt_len_max_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.6249230532537804,3.279186107278523,1.0445792553822435,11.452271691581965,0.7300986438303402
pkt_len_max_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,46.30141750022711,4.867950249730062,8.699269800009448,29.444844397899693,0.2971806314806636
pkt_len_max_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.400833216292179,0.2002432438107782,1.7150119952429077,0.4850529851963128,0.0067081783797668
pkt_len_max_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.1134286455519344,0.0569485729685659,0.5160406329061888,0.1140536035515652,0.3514437169768551
pkt_len_mean_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,7.51847417174356,4.120144627331799,1.86352749308693,3.489581799975131,0.6807697260376742
pkt_len_mean_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.6658301093950567,0.517375459665322,0.8657805079946843,2.563730821441444,0.3263737096713864
pkt_len_mean_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,27.977710365493937,2.6750458039078024,5.472117216297937,18.403832887517115,0.3323768267277616
pkt_len_mean_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.8603698181001247,0.157410079474472,0.5787351587027642,0.1672718330571867,0.0209047943431887
pkt_len_mean_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.7285969642019098,0.2533626993785451,0.5927727523680335,0.7715291747614572,0.9573538836598844
pkt_len_std_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.3270876073685285,1.0438718625101546,0.5349349676856351,4.00089548237856,0.9470500185793266
pkt_len_std_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.4174821548634762,1.8253924511503272,0.6343335068049597,4.143032716483839,0.5554412438068153
pkt_len_std_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,62.24811305707303,6.912517525318821,11.684105265933,39.1197254385299,0.2801715717795906
pkt_len_std_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.6677941945345913,0.0240812982442854,4.494427538580346,0.1164060162393979,0.047815025574807
pkt_len_std_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,155.16033553618988,44.40291582722911,99.93696582020976,78.13601682589092,0.1453033851338556
pkt_len_var_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.570844613228491,0.5883314926211645,1.5623392661826203,1.838589572566939,1.2381660812340638
pkt_len_var_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,163.5277101614875,1.0367682119129682,114.69339307609516,1.663010035118308,1.5460039055117694
pkt_len_var_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,59.41670278998689,6.505607018462061,11.315267704464375,37.604664354171554,0.5346765571455028
pkt_len_var_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,3.4704228253955383,0.0175549403228181,4.511146626990496,0.1003754972394926,0.0451772017753668
pkt_len_var_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,37043.702326389925,92.27601299091104,25808.97679120531,107.9837002624594,1.4834608564403309
fin_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.8663078959334362,0.1350948310477332,0.3760551591977319,0.1433722661205086,0.0664961369645081
fin_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4791995298869126,0.3113830978226503,0.2823896368382083,0.3642230460686665,0.135729814397541
fin_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5747732643043407,0.1867594010581557,0.5005984900293469,0.5490311844828618,0.0180747921945887
fin_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
fin_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5407019773764935,0.9398529629277542,0.3972877929103623,1.6091845648304914,0.1432755658348786
syn_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.9861269467967654,0.240890288141354,0.5060824848669933,0.2000302098460021,0.0890039094998423
syn_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4334438978681723,0.5852703034178413,0.3543719953262179,0.6165457178921578,0.1419405556612397
syn_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4934545262097389,0.2363706734964724,0.6001214987464836,0.6570209381499618,0.0649383318552609
syn_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.973529411764706,0.0116089965397923,0.5382352941176471,0.0019572192513368,0.0136275487872107
syn_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3601755439027815,1.7105381730220337,0.4766172017150801,3.108338299475557,0.0960166116720429
rst_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3333313065541852,0.2808856139056629,0.1097202185167449,0.7975712173333918,0.0165583883036394
rst_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.280174605484364,0.6011138102146426,0.0908085587696265,1.2558110487421106,0.5998429360389922
rst_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,366.1553284641199,48.35149185300604,67.34510592794359,232.7209076952784,0.6775537500327492
rst_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
rst_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.4100893209961599,1.6916868796992903,0.1040045100220826,3.736579382677649,0.3252329964197794
psh_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.1899811403663156,0.2289781440771233,0.4647717685311607,3.727407430607199,0.4941435702295529
psh_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,12.930280107764425,3.5850601327903107,4.118256234157875,57.20629950747468,0.0341415269749308
psh_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,38.24543534948853,3.914284992363197,7.212424193701546,24.457819949626412,0.0938401420079694
psh_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,2.2548999062485326,0.0670972513227923,1.234556648837024,0.0245647559070056,0.0069613167742131
psh_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.59628238397912,0.3766938808460805,0.4317245690227591,8.808823160992722,0.4753179002903528
ack_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.5975102739850461,0.3729737447313712,0.2713229872964402,1.3216875967044184,0.190043880772587
ack_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.6495991990965817,3.0497609868056235,0.7618164670832609,7.630142013405752,0.9946326705980042
ack_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,80.59787024470776,9.485812361853103,14.741123492144922,52.38314050351293,0.4761884415142687
ack_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.973529411764706,0.0116089965397923,0.5382352941176471,0.0019572192513368,0.0136275487872107
ack_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.735402592376473,1.378231798842931,0.5333532878607277,3.736790458727344,0.3398593043802948
urg_flag_cnt_mean,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.8455275440990692,0.2675026878821915,0.6152059865120547,1.7076514159435912,0.8295725658821124
urg_flag_cnt_std,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.6611441747808754,0.762152798855112,0.3455404490174493,2.2147057213280066,0.5436438588589834
urg_flag_cnt_sum,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,1.2243177126977824,0.4295494926987232,1.000903424444556,5.342185432601124,0.0007286974018885
urg_flag_cnt_min,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.0,0.0,0.0,0.0,0.0
urg_flag_cnt_max,A. Valid UCS behavioral/network feature,valid,Valid UCS numeric feature,Flow extraction logic (standard CICIDS2018),False,False,False,False,False,0.3568408490208321,1.652075841507146,0.1515901365740445,3.105698548454415,0.809990250626208
